  0.509519   0.546920
  1.002745   1.042220
  2.097888   2.010800
  0.980856   0.988260
  1.025575   0.887800
  0.901510   0.853100
  1.006191   1.004170
  2.008324   2.064600
  1.471565   1.526720
  1.787008   1.804520
  1.306799   1.283520
  0.906410   0.936520
  1.061844   1.124770
  2.506161   2.442050
  2.584948   2.650200
  4.222769   4.303740
  1.701222   1.728900
  1.268840   1.252830
  0.760084   0.774540
  0.780451   0.766190
  1.271696   1.277230
  1.093000   1.063110
  4.277704   4.342750
  1.078855   1.119200
  1.755285   1.863090
  1.266551   1.177600
  1.539415   1.465100
  0.657188   0.610650
  0.853531   0.843940
  0.819984   0.854180
  0.143529   0.223900
  0.593307   0.602710
  0.928767   0.892880
  0.261355   0.251670
  2.750647   2.740510
  0.876065   0.830450
  1.585016   1.566200
  1.647561   1.611160
  1.915198   1.872780
  0.556263   0.589390
  1.298710   1.294930
  0.666305   0.633610
  1.437869   1.508460
  0.629447   0.609000
  2.116981   2.346670
  2.552223   2.595630
  1.069063   1.116230
  2.847861   2.835430
  1.110804   1.051970
  1.526794   1.546920
  1.594423   1.583530
  0.214257   0.187680
  1.668979   1.677990
  0.692802   0.747190
  1.524814   1.600600
  0.924059   0.917290
  1.492306   1.533810
  0.199873   0.280060
  0.939840   0.941950
  1.334019   1.309060
  2.478456   2.549060
  0.485701   0.496550
  0.704383   0.724640
  1.333708   1.327200
  1.180462   1.189190
  1.337952   1.269660
  0.353654   0.323630
  1.351838   1.356970
  1.402356   1.425610
  0.694408   0.734920
  0.496001   0.485230
  0.566096   0.555220
  0.891206   0.830150
  2.563475   2.513350
  1.960167   1.976100
  1.649293   1.719370
  0.161896   0.109980
  1.693357   1.720320
  2.032758   2.054670
  0.269877   0.293430
  1.265564   1.293370
  1.166796   1.206740
  0.857229   0.845090
  1.981579   2.048010
  1.086585   1.140630
  0.340735   0.333080
  1.034393   0.956320
  2.788670   2.806220
  0.391033   0.345130
  2.173153   2.140200
  0.200263   0.221150
  1.454712   1.464010
  2.572811   2.541270
  1.093654   1.128650
  2.123530   2.221410
  0.331115   0.386770
  0.670064   0.752500
  2.320860   2.284820
  2.118808   2.189210
  1.187596   1.235910
  0.728489   0.717120
  2.916033   2.821700
  0.728397   0.668180
  0.101639   0.083200
  1.559825   1.502220
  0.148195   0.152990
  0.154711   0.117870
  0.582574   0.660300
  1.161936   1.104620
  1.360100   1.402390
  0.922705   0.959470
  0.988943   0.994040
  0.958731   0.972410
  0.243094   0.258810
