  0.016518   0.019640
  0.165707   0.226080
  1.340208   1.457710
  0.087261   0.110970
  0.381074   0.384000
  0.374667   0.415500
  0.033087   0.051880
  1.265605   1.257830
  0.171479   0.125420
  0.019853   0.006890
  0.106444   0.108860
  0.474125   0.465690
  0.712212   0.772230
  0.418234   0.355830
  1.424255   1.396370
  0.102370   0.076570
  0.031587   0.046930
  0.849106   0.845530
  0.009803   0.013810
  0.240719   0.234740
  0.988613   1.003560
  0.037514   0.034000
  0.111022   0.142090
  0.153920   0.144310
  1.012253   1.072740
  0.232659   0.147190
  0.016817   0.037310
  0.608793   0.562780
  0.343406   0.354480
  0.438455   0.419040
  0.021951   0.025950
  0.042943   0.109570
  0.543973   0.568030
  0.159629   0.135800
  0.989187   1.105320
  0.011571   0.004630
  0.320329   0.291420
  0.466265   0.479150
  0.042283   0.035000
  0.706280   0.799330
  0.031751   0.057240
  0.721472   0.772450
  0.021930   0.051350
  0.401997   0.359520
  0.227271   0.230420
  0.071546   0.100420
  0.175004   0.166140
  0.021803   0.031460
  0.161938   0.167400
  0.448256   0.364400
  0.738210   0.711210
  0.025213   0.012450
  0.608911   0.579060
  1.859302   1.841890
  0.356342   0.385830
  1.529327   1.532360
  1.576658   1.610540
  0.058486   0.071090
  0.665188   0.682130
  0.486555   0.463730
  0.026664   0.014130
  0.070083   0.057950
  0.241779   0.277470
  0.024956   0.021500
  0.286430   0.259050
  0.476087   0.498620
  0.099359   0.103270
  0.263106   0.320440
  0.346022   0.356600
  0.316605   0.333490
  0.535218   0.499410
  0.016122   0.027220
  0.839520   0.811670
  0.415500   0.386750
  0.059927   0.036440
  0.329802   0.349320
  0.510217   0.432260
  0.024348   0.030070
  0.392220   0.388120
  0.158996   0.178590
  0.496621   0.532880
  0.029292   0.033570
  0.027024   0.039130
  0.030038   0.014870
  0.229746   0.200250
  0.334693   0.318510
  0.033340   0.032880
  0.150388   0.207360
  0.157317   0.218920
  0.246205   0.315530
  0.026342   0.014770
  0.539407   0.466380
  0.008581   0.005510
  0.680172   0.785830
  0.276117   0.272920
  1.287811   1.236740
  0.305921   0.320460
  0.012974   0.010720
  1.046388   1.091040
  0.064454   0.068490
  0.120669   0.169750
  0.015567   0.005970
  0.051635   0.035200
  0.507326   0.578580
  0.510580   0.501360
  0.017842   0.022390
  0.745333   0.780850
  0.713267   0.677070
  0.585462   0.643440
  0.184538   0.186700
  0.108863   0.127250
  0.479163   0.472330
  0.371877   0.323630
  0.014231   0.018470
  0.612707   0.595230
  0.065326   0.084390
  0.040713   0.038380
  0.016760   0.013510
  0.871122   0.959780
  0.278801   0.204250
  0.439076   0.506140
  0.487126   0.577210
  0.062302   0.062790
  0.034145   0.015900
  1.102070   1.020120
  0.149781   0.231900
  0.284086   0.267190
  0.087916   0.111380
  0.782479   0.817900
  0.039225   0.017130
  0.224106   0.254130
  0.269997   0.197860
  0.025122   0.006010
  0.032468   0.051490
  0.168271   0.219330
  0.610978   0.610430
  0.049112   0.028720
  0.326581   0.302550
  0.251102   0.240040
  0.010502   0.021390
  0.613153   0.595720
  0.528048   0.606970
  0.360081   0.337620
  0.043452   0.029170
  1.592708   1.902890
  0.297286   0.328080
  0.033524   0.069620
  0.051637  -0.002930
  1.181560   1.171250
  0.419900   0.457040
  0.229792   0.197470
  0.155495   0.147720
  0.305044   0.326120
  0.224406   0.250870
  0.559703   0.542950
  0.382864   0.360340
  0.031653   0.024850
  0.536022   0.471210
  0.569076   0.524720
  0.729301   0.713700
  0.507174   0.487920
  0.223957   0.248970
  0.424318   0.343970
  0.476690   0.444130
  0.227052   0.300550
  0.438159   0.348260
  0.430395   0.402960
  0.183365   0.218960
  0.740929   0.770970
  0.852872   0.887660
  0.053965   0.048360
  0.039735   0.045390
  0.153341   0.131380
  0.572428   0.544550
  0.315486   0.268250
  0.030485   0.058690
  0.202720   0.210380
  0.127875   0.172920
  0.353610   0.360750
  0.026026   0.033720
  0.031537   0.017240
  0.064804   0.044470
  0.608051   0.507730
  0.270793   0.295760
